Entity,Year,Predicted Life Expectancy,Projected CO2 per capita,Projected GDP per capita
Tuvalu,2034,64.32,1.1258,7562.02
Tuvalu,2035,64.32,1.1371,7736.4
Uganda,2026,62.44,0.1446,2913.72
Uganda,2027,58.27,0.147,2952.33
Uganda,2028,58.6,0.1494,2990.95
Uganda,2029,58.6,0.1517,3029.56
Uganda,2030,58.6,0.1541,3068.17
Uganda,2031,58.8,0.1565,3106.78
Uganda,2032,58.8,0.1589,3145.39
Uganda,2033,58.8,0.1613,3184.0
Uganda,2034,59.06,0.1637,3222.61
Uganda,2035,59.06,0.1661,3261.22
Ukraine,2026,71.9,3.2877,15898.66
Ukraine,2027,71.9,3.0886,15820.3
Ukraine,2028,71.9,2.8896,15741.93
Ukraine,2029,71.76,2.6906,15663.57
Ukraine,2030,71.76,2.4916,15585.21
Ukraine,2031,71.76,2.2925,15506.84
Ukraine,2032,71.96,2.0935,15428.48
Ukraine,2033,73.1,1.8945,15350.11
Ukraine,2034,74.03,1.6955,15271.75
Ukraine,2035,73.55,1.4965,15193.38
United Arab Emirates,2026,77.62,18.4832,69505.22
United Arab Emirates,2027,77.34,17.9231,69240.7
United Arab Emirates,2028,77.34,17.3631,68976.17
United Arab Emirates,2029,77.34,16.8031,68711.65
United Arab Emirates,2030,77.8,16.243,68447.13
United Arab Emirates,2031,77.8,15.683,68182.61
United Arab Emirates,2032,77.8,15.1229,67918.09
United Arab Emirates,2033,77.8,14.5629,67653.56
United Arab Emirates,2034,77.8,14.0028,67389.04
United Arab Emirates,2035,77.8,13.4428,67124.52
United Kingdom,2026,81.03,3.4997,54042.6
United Kingdom,2027,80.87,3.2253,54484.53
United Kingdom,2028,79.83,2.9508,54926.45
United Kingdom,2029,79.86,2.6764,55368.38
United Kingdom,2030,79.86,2.4019,55810.3
United Kingdom,2031,79.88,2.1275,56252.22
United Kingdom,2032,81.79,1.853,56694.15
United Kingdom,2033,82.53,1.5786,57136.07
United Kingdom,2034,80.93,1.3041,57578.0
United Kingdom,2035,81.78,1.0297,58019.92
United States,2026,77.98,13.3005,76165.89
United States,2027,77.74,13.0177,77231.05
United States,2028,77.74,12.7349,78296.21
United States,2029,78.02,12.452,79361.37
United States,2030,77.32,12.1692,80426.53
United States,2031,78.44,11.8864,81491.69
United States,2032,77.49,11.6035,82556.85
United States,2033,76.9,11.3207,83622.01
United States,2034,77.88,11.0379,84687.17
United States,2035,78.14,10.755,85752.33
Uruguay,2026,77.42,1.9914,32589.27
Uruguay,2027,77.42,1.9794,33014.77
Uruguay,2028,77.42,1.9673,33440.27
Uruguay,2029,77.42,1.9553,33865.77
Uruguay,2030,75.13,1.9432,34291.27
Uruguay,2031,78.07,1.9311,34716.76
Uruguay,2032,78.19,1.9191,35142.26
Uruguay,2033,77.1,1.907,35567.76
Uruguay,2034,78.97,1.8949,35993.26
Uruguay,2035,78.97,1.8829,36418.76
Uzbekistan,2026,70.25,3.0904,10889.31
Uzbekistan,2027,70.36,3.0424,11206.31
Uzbekistan,2028,70.99,2.9945,11523.3
Uzbekistan,2029,71.27,2.9465,11840.3
Uzbekistan,2030,71.41,2.8985,12157.29
Uzbekistan,2031,71.43,2.8505,12474.29
Uzbekistan,2032,71.43,2.8025,12791.29
Uzbekistan,2033,71.07,2.7545,13108.28
Uzbekistan,2034,71.58,2.7065,13425.28
Uzbekistan,2035,71.58,2.6585,13742.27
Vanuatu,2026,63.31,0.6706,3249.64
Vanuatu,2027,64.64,0.6817,3240.33
Vanuatu,2028,64.64,0.6927,3231.01
Vanuatu,2029,64.64,0.7037,3221.7
Vanuatu,2030,64.42,0.7147,3212.39
Vanuatu,2031,64.42,0.7257,3203.07
Vanuatu,2032,64.42,0.7367,3193.76
Vanuatu,2033,64.42,0.7477,3184.45
Vanuatu,2034,64.42,0.7588,3175.13
Vanuatu,2035,61.71,0.7698,3165.82
Vietnam,2026,71.93,4.113,14710.61
Vietnam,2027,72.1,4.2792,15187.2
Vietnam,2028,71.59,4.4454,15663.78
Vietnam,2029,71.76,4.6116,16140.37
Vietnam,2030,70.32,4.7777,16616.96
Vietnam,2031,71.52,4.9439,17093.55
Vietnam,2032,71.79,5.1101,17570.14
Vietnam,2033,71.79,5.2763,18046.73
Vietnam,2034,71.79,5.4424,18523.31
Vietnam,2035,72.52,5.6086,18999.9
Zambia,2026,64.85,0.6537,3746.1
Zambia,2027,65.63,0.6806,3771.09
Zambia,2028,65.63,0.7076,3796.08
Zambia,2029,65.4,0.7345,3821.07
Zambia,2030,65.4,0.7614,3846.06
Zambia,2031,65.21,0.7883,3871.06
Zambia,2032,65.21,0.8153,3896.05
Zambia,2033,64.87,0.8422,3921.04
Zambia,2034,66.01,0.8691,3946.03
Zambia,2035,66.01,0.896,3971.02
Zimbabwe,2026,66.75,0.7127,5572.3
Zimbabwe,2027,66.75,0.7109,5648.95
Zimbabwe,2028,67.3,0.7092,5725.61
Zimbabwe,2029,67.3,0.7074,5802.26
Zimbabwe,2030,64.79,0.7057,5878.91
Zimbabwe,2031,66.82,0.7039,5955.57
Zimbabwe,2032,67.54,0.7022,6032.22
Zimbabwe,2033,60.09,0.7004,6108.88
Zimbabwe,2034,66.83,0.6987,6185.53
Zimbabwe,2035,66.83,0.6969,6262.18
